candidate,seeds,clean_mean,clean_std,aa_mean,aa_std,mean_mean,mean_std,G_of_mean_accuracies,per_seed_G_mean,per_seed_G_std
e15wt03,"0,1,2",55.766666666666666,0.30092450142112803,19.516666666666666,0.120369800568451,37.641666666666666,0.13116994913300686,32.990596303256545,32.99018143302486,0.09624110054923503
