candidate,clean_mean,clean_std,aa_mean,aa_std,mean_mean,mean_std,G_of_mean_accuracies,per_seed_G_mean,per_seed_G_std
e15rt05,48.97,0.3455430508634184,15.91,0.12027745701779055,32.44,0.2227479891416884,27.912590349159643,27.912506330194873,0.19232879875673803
g19rt03,49.583333333333336,0.2380942857123822,15.936666666666667,0.08653836657164816,32.76,0.08953584012375679,28.110372739534345,28.110045610638576,0.048329781903690916
